question,user_answer,total_selected,total_correct,total_responses,pct_selected,pct_correct,correct_answer
What is inferred from this speech?,Droughts will no longer happen if he is elected as president.,18,0,464,0.039,0,This is the first time in history climate change issues will be addressed properly if he is elected as president.
What is inferred from this speech?,Obama encourages Americans to elect him as president if they want jobs.,80,0,464,0.172,0,
What is inferred from this speech?,Paychecks had been withheld by the government.,21,0,464,0.045,0,
What is inferred from this speech?,Presidents in the past have never cared for climate change before.,20,0,464,0.043,0,
What is inferred from this speech?,Sacrifices are being made because it is time of economic hardship.,44,44,464,0.095,1,
What is inferred from this speech?,The national budget will increase in order to pay for new construction.,60,0,464,0.129,0,
What is inferred from this speech?,This is the first time in history climate change issues will be addressed properly if he is elected as president.,133,133,464,0.287,1,
What is inferred from this speech?,Too much money has been spent on rebuilding parks and museums.,37,0,464,0.08,0,
What is inferred from this speech?,I don't know,51,0,464,0.11,0,
What is most likely the cause for the shift to an all-digital format?,I don't know,274,0,274,1,0,Sales are not going well for print media.
"What is most likely the reporter’s attitude toward ""Baby Shaker""?",I don't know,202,0,202,1,0,Disapproving
What is most likely the significance of having “Info Ladies”?,Bicycles are now more accessible.,11,0,274,0.04,0,More people in Bangladesh have access to technology now than before.
What is most likely the significance of having “Info Ladies”?,More people in Bangladesh have access to technology now than before.,164,164,274,0.599,1,
What is most likely the significance of having “Info Ladies”?,Only the most important information is now accessible.,19,0,274,0.069,0,
What is most likely the significance of having “Info Ladies”?,People in Saudi Arabia can now communicate with people in Bangladesh.,50,0,274,0.182,0,
What is most likely the significance of having “Info Ladies”?,I don't know,30,0,274,0.109,0,
What is not stated as a possible reason for the change in airplane safety?,I don't know,218,0,218,1,0,Lower insurance premiums
What is so special about Liberty and Peace?,A group of 30 students raised the turkeys.,34,0,240,0.142,0,Four students took care of the turkeys.
What is so special about Liberty and Peace?,Four students took care of the turkeys.,135,135,240,0.562,1,
What is so special about Liberty and Peace?,Sasha and Malia raised the turkeys.,29,0,240,0.121,0,
What is so special about Liberty and Peace?,The turkeys were cooked and prepared by Michelle Obama.,16,0,240,0.067,0,
What is so special about Liberty and Peace?,I don't know,26,0,240,0.108,0,
What is something Stephen forgot?,I don't know,240,0,240,1,0,How annoying traffic problems are
What is something that is not mentioned in this passage?,How patients can benefit from this gadget,39,0,190,0.205,0,The success rate of the gadget
What is something that is not mentioned in this passage?,How the gadget reacted in lab mice,22,0,190,0.116,0,
What is something that is not mentioned in this passage?,The success rate of the gadget,77,77,190,0.405,1,
What is something that is not mentioned in this passage?,What the gadget is sealed in,24,0,190,0.126,0,
What is something that is not mentioned in this passage?,I don't know,28,0,190,0.147,0,
What is something that the woman does NOT say?,I don't know,218,0,218,1,0,It is the job of the teacher to make sure the language learners sound as native-like as possible.
What is the customer’s apartment number?,5G,34,0,202,0.168,0,8G
What is the customer’s apartment number?,5J,15,0,202,0.074,0,
What is the customer’s apartment number?,8G,135,135,202,0.668,1,
What is the customer’s apartment number?,8J,10,0,202,0.05,0,
What is the customer’s apartment number?,I don't know,8,0,202,0.04,0,
What is the difference between Liberty and Peace and the two unnamed turkeys mentioned in the audio?,Liberty and Peace will be taken to a food bank.,27,0,240,0.112,0,The unnamed turkeys will be eaten as part of the Thanksgiving dinner.
What is the difference between Liberty and Peace and the two unnamed turkeys mentioned in the audio?,Liberty and Peace will live at the White House.,41,0,240,0.171,0,
What is the difference between Liberty and Peace and the two unnamed turkeys mentioned in the audio?,The unnamed turkeys will be eaten as part of the Thanksgiving dinner.,121,121,240,0.504,1,
What is the difference between Liberty and Peace and the two unnamed turkeys mentioned in the audio?,The unnamed turkeys will be flown to a different high school.,19,0,240,0.079,0,
What is the difference between Liberty and Peace and the two unnamed turkeys mentioned in the audio?,I don't know,32,0,240,0.133,0,
What is the goal of this project?,To clean up the environment,22,0,445,0.049,0,To produce meat without killing animals
What is the goal of this project?,To make meat taste better,65,0,445,0.146,0,
What is the goal of this project?,To produce meat without killing animals,215,215,445,0.483,1,
What is the goal of this project?,To win money,51,0,445,0.115,0,
What is the goal of this project?,I don't know,92,0,445,0.207,0,
What is the goal of this study?,To conduct intelligence tests on 11-year-olds,56,0,202,0.277,0,To study the effects of being bilingual
What is the goal of this study?,To examine the most intelligent people,17,0,202,0.084,0,
What is the goal of this study?,To slow the rate of cognitive decline,24,0,202,0.119,0,
What is the goal of this study?,To study the effects of being bilingual,88,88,202,0.436,1,
What is the goal of this study?,I don't know,17,0,202,0.084,0,
What is the main idea of this passage?,Alberto Alonso and his team are hoping to change the way Mexico's stock market trades.,89,89,444,0.2,1,Facebook is making an investment to improve the experience for its European users.
What is the main idea of this passage?,Alberto Alonso has hired highly qualified people to work on a computer.,24,0,444,0.054,0,
What is the main idea of this passage?,Mexican traders are skeptical of Alberto Alonso's abilities because he does not have the proper look of a Wall Street trader.,53,0,444,0.119,0,
What is the main idea of this passage?,The algorithm Alberto Alonso created is being met with much criticism because it is outdated.,19,0,444,0.043,0,
What is the main idea of this passage?,I don't know,259,0,444,0.583,0,
What is the man’s character supposed to do?,Ask the audience as many questions as he can,19,0,202,0.094,0,Invite the audience to interact with him
What is the man’s character supposed to do?,Have tea with Cinderella’s mother,26,0,202,0.129,0,
What is the man’s character supposed to do?,Invite the audience to interact with him,101,101,202,0.5,1,
What is the man’s character supposed to do?,Talk to the audience about Cinderella,32,0,202,0.158,0,
What is the man’s character supposed to do?,I don't know,24,0,202,0.119,0,
What is the most popular smoothie?,Mixed berry,232,232,274,0.847,1,Mixed berry
What is the most popular smoothie?,Mixed fruit,17,0,274,0.062,0,
What is the most popular smoothie?,Mixed greens,6,0,274,0.022,0,
What is the most popular smoothie?,Mixed vegetable,9,0,274,0.033,0,
What is the most popular smoothie?,I don't know,10,0,274,0.036,0,
What is the passage mainly about?,A technical conversation between two companies,30,0,202,0.149,0,The conflict between Apple and Flash
What is the passage mainly about?,The conflict between Apple and Flash,97,97,202,0.48,1,
What is the passage mainly about?,The popularity of Apple’s mobile devices,31,0,202,0.153,0,
What is the passage mainly about?,The private workings of Web displays and apps,19,0,202,0.094,0,
What is the passage mainly about?,I don't know,25,0,202,0.124,0,
What is the primary quality of an ideal candidate?,Being able to edit publications and prepare analyses,27,0,202,0.134,0,Having a research interest in investment banking
What is the primary quality of an ideal candidate?,Having a PhD in economics,23,0,202,0.114,0,
What is the primary quality of an ideal candidate?,Having a research interest in investment banking,113,113,202,0.559,1,
What is the primary quality of an ideal candidate?,Living in Sandton in the long term,20,0,202,0.099,0,
What is the primary quality of an ideal candidate?,I don't know,19,0,202,0.094,0,
What is the purpose of referring to Shakespeare in this passage?,I don't know,202,0,202,1,0,To serve as an example of contemporary culture
What is the purpose of the book?,To describe the future,39,0,226,0.173,0,To give management tips
What is the purpose of the book?,To give management tips,73,73,226,0.323,1,
What is the purpose of the book?,To release new technological ideas,67,0,226,0.296,0,
What is the purpose of the book?,To reveal Google secrets,18,0,226,0.08,0,
What is the purpose of the book?,I don't know,29,0,226,0.128,0,
What is the response of Hispanic advocacy groups to Walt Disney Co.’s new princess?,She does not appear attractive enough in the movie.,15,0,190,0.079,0,She does not fully represent the Hispanic population.
What is the response of Hispanic advocacy groups to Walt Disney Co.’s new princess?,She does not fully represent the Hispanic population.,83,83,190,0.437,1,
What is the response of Hispanic advocacy groups to Walt Disney Co.’s new princess?,She is not portrayed as a typical Disney princess.,35,0,190,0.184,0,
What is the response of Hispanic advocacy groups to Walt Disney Co.’s new princess?,She should be of a more mixed heritage.,32,0,190,0.168,0,
What is the response of Hispanic advocacy groups to Walt Disney Co.’s new princess?,I don't know,25,0,190,0.132,0,
What is this passage about?,A woman's first time using English,21,0,444,0.047,0,The moment a woman felt truly bilingual
What is this passage about?,Moving on when you're stuck while learning another language,35,0,444,0.079,0,
What is this passage about?,The importance of understanding jokes in another language,18,0,444,0.041,0,
What is this passage about?,The moment a woman felt truly bilingual,124,124,444,0.279,1,
What is this passage about?,I don't know,444,0,444,1,0,
What is this passage mainly about?,A man who leaked classified documents,105,105,458,0.229,1,A man who leaked classified documents
What is this passage mainly about?,How a healthy lifestyle can impact you physically and mentally,113,113,458,0.247,1,
What is this passage mainly about?,How physical activity changed a man's life,29,0,458,0.063,0,
What is this passage mainly about?,How physical activity changed the lives of a man's children,25,0,458,0.055,0,
What is this passage mainly about?,The arrest of Edward Snowden,28,0,458,0.061,0,
What is this passage mainly about?,The different ways in which one's privacy can be invaded,23,0,458,0.05,0,
What is this passage mainly about?,The shameful acts of Edward Snowden,48,0,458,0.105,0,
What is this passage mainly about?,What changes people can make in their lives to be more conscious about nutrition,18,0,458,0.039,0,
What is this passage mainly about?,I don't know,69,0,458,0.151,0,
What is true about Smokers' Helpline?,More people quit smoking with Smokers' Helpline's help.,18,0,218,0.083,0,People who want to quit smoking can call the Smokers' Helpline.
What is true about Smokers' Helpline?,People who want to quit smoking can call the Smokers' Helpline.,117,117,218,0.537,1,
What is true about Smokers' Helpline?,Smokers' Helpline created apps to help people quit smoking.,38,0,218,0.174,0,
What is true about Smokers' Helpline?,Smokers' Helpline is newer than Break It Off.,20,0,218,0.092,0,
What is true about Smokers' Helpline?,I don't know,25,0,218,0.115,0,
What is true about the item?,It is a very large bag.,19,0,218,0.087,0,There are feminine products inside.
What is true about the item?,It is empty.,25,0,218,0.115,0,
What is true about the item?,It was found in the lobby.,25,0,218,0.115,0,
What is true about the item?,There are feminine products inside.,127,127,218,0.583,1,
What is true about the item?,I don't know,22,0,218,0.101,0,
What is true about the passage?,The electronics store did not have a vacuum cleaner.,24,0,218,0.11,0,The man could not fix his vacuum cleaner.
What is true about the passage?,The man could not fix his vacuum cleaner.,144,144,218,0.661,1,
What is true about the passage?,The man fixed his vacuum cleaner.,13,0,218,0.06,0,
What is true about the passage?,The man likes to fix electronics.,17,0,218,0.078,0,
What is true about the passage?,I don't know,20,0,218,0.092,0,
What is true about the tickets the airline employee recommends?,They are non-refundable tickets which should be ordered right away.,19,0,202,0.094,0,They are round-trip tickets with direct flights both ways.
What is true about the tickets the airline employee recommends?,They are round-trip tickets with direct flights both ways.,89,89,202,0.441,1,
What is true about the tickets the airline employee recommends?,They don’t include tax and ticketing charges.,41,0,202,0.203,0,
What is true about the tickets the airline employee recommends?,They include discounted hotels and car rentals.,36,0,202,0.178,0,
What is true about the tickets the airline employee recommends?,I don't know,17,0,202,0.084,0,
What is true about the tickets?,Children get them for free.,57,0,202,0.282,0,Members and some children get them for free.
What is true about the tickets?,Members and some children get them for free.,75,75,202,0.371,1,
What is true about the tickets?,Seniors and some children get them for free.,42,0,202,0.208,0,
What is true about the tickets?,Students pay the most for tickets.,21,0,202,0.104,0,
What is true about the tickets?,I don't know,7,0,202,0.035,0,
What is true about this conversation?,Extra toppings cost more.,3,0,476,0.006,0,The man will pick up the food.
What is true about this conversation?,The customer orders drinks.,27,0,476,0.057,0,
What is true about this conversation?,The customer requests a shorter wait time.,8,0,476,0.017,0,
What is true about this conversation?,The customer will pick up the food.,34,0,476,0.071,0,
What is true about this conversation?,The food will be delivered.,128,128,476,0.269,1,
What is true about this conversation?,The man will pick up the food.,210,210,476,0.441,1,
What is true about this conversation?,The woman will pick up the food.,28,0,476,0.059,0,
What is true about this conversation?,There is only one kind of smoothie.,15,0,476,0.032,0,
What is true about this conversation?,I don't know,23,0,476,0.048,0,
What is true about this passage?,A bag was taken from a hotel room.,21,0,634,0.033,0,Multiple ICE employees claimed to have been sexually discriminated against.
What is true about this passage?,A small bag found in a hotel room was thrown away.,40,0,634,0.063,0,
What is true about this passage?,A small bag was found in a hotel room.,87,87,634,0.137,1,
What is true about this passage?,David George disagrees with the results of his blood tests.,38,0,634,0.06,0,
What is true about this passage?,David George has been banned from all races for life.,36,0,634,0.057,0,
What is true about this passage?,David George is the only cyclist to have witnessed Lance Armstrong's use of EPO.,27,0,634,0.043,0,
What is true about this passage?,Lance Armstrong will no longer be considered a multiple Tour de France winner.,88,88,634,0.139,1,
What is true about this passage?,Nothing was found in the Lost and Found.,45,0,634,0.071,0,
What is true about this passage?,I don't know,252,0,634,0.397,0,
What is true according to this audio?,I don't know,274,0,274,1,0,Customers enjoy creating their own entrees out of smaller dishes.
What is true according to this passage?,A study on Europe's obesity crisis was conducted by the European Congress on Obesity.,72,0,218,0.33,0,It is expected that Irish women will see higher rates of obesity in coming years.
What is true according to this passage?,European adults will most likely not see a significant change in obesity rates in coming years.,15,0,218,0.069,0,
What is true according to this passage?,It is expected that Irish women will see higher rates of obesity in coming years.,64,64,218,0.294,1,
What is true according to this passage?,Sweden continues to be successful in keeping the obesity rate in its country relatively low.,31,0,218,0.142,0,
What is true according to this passage?,I don't know,36,0,218,0.165,0,
What is unusual about this hamburger?,It is grown in a laboratory.,175,175,445,0.393,1,It is grown in a laboratory.
What is unusual about this hamburger?,It is inexpensive.,43,0,445,0.097,0,
What is unusual about this hamburger?,It is not made from cows.,79,0,445,0.178,0,
What is unusual about this hamburger?,It is vegetarian.,61,0,445,0.137,0,
What is unusual about this hamburger?,I don't know,87,0,445,0.196,0,
What kinds of tickets does this office sell?,Concert,32,0,226,0.142,0,Sports
What kinds of tickets does this office sell?,Film,24,0,226,0.106,0,
What kinds of tickets does this office sell?,Parking,54,0,226,0.239,0,
What kinds of tickets does this office sell?,Sports,81,81,226,0.358,1,
What kinds of tickets does this office sell?,I don't know,35,0,226,0.155,0,
What made this situation a “kick in the teeth”?,"Beer is being regarded as the most desirable drink in Europe, which is unfair to wine.",11,0,274,0.04,0,Brewers should not have to pay more taxes at an economically difficult time like this.
What made this situation a “kick in the teeth”?,Brewers should not have to pay more taxes at an economically difficult time like this.,193,193,274,0.704,1,
What made this situation a “kick in the teeth”?,The president should increase taxes on beer by more during such an economically challenging time.,24,0,274,0.088,0,
What made this situation a “kick in the teeth”?,Wine should not be served at all but is continuing to have a growing presence in Europe.,15,0,274,0.055,0,
What made this situation a “kick in the teeth”?,I don't know,31,0,274,0.113,0,
What noteworthy change does President Obama mention in his speech?,The fewest number of small business loans,52,0,190,0.274,0,The largest ever cut in annual spending
What noteworthy change does President Obama mention in his speech?,The largest ever cut in annual spending,38,38,190,0.2,1,
What noteworthy change does President Obama mention in his speech?,The largest increase of free parks and museums,46,0,190,0.242,0,
What noteworthy change does President Obama mention in his speech?,The lowering of the retirement age,29,0,190,0.153,0,
What noteworthy change does President Obama mention in his speech?,I don't know,25,0,190,0.132,0,
What seems to be the author’s attitude toward journalistic sensationalism?,I don't know,202,0,202,1,0,Negative and sarcastic
What size hard drive does the customer need to get?,It depends on what her computer has now.,134,134,274,0.489,1,It depends on what her computer has now.
What size hard drive does the customer need to get?,It doesn’t matter as long as she gets insurance on it.,15,0,274,0.055,0,
What size hard drive does the customer need to get?,Only the exact size her computer has now,72,0,274,0.263,0,
What size hard drive does the customer need to get?,Whatever the employee puts into the computer,25,0,274,0.091,0,
What size hard drive does the customer need to get?,I don't know,28,0,274,0.102,0,
What time is the appointment?,3:00:00,15,0,396,0.038,0,4:15:00
What time is the appointment?,3:15:00,55,0,396,0.139,0,
What time is the appointment?,4:00:00,41,0,396,0.104,0,
What time is the appointment?,4:15:00,241,241,396,0.609,1,
What time is the appointment?,I don't know,44,0,396,0.111,0,
What was NOT mentioned in this audio?,I don't know,190,0,190,1,0,Restrictiveness of a shared culture
What was NOT mentioned in this passage?,I don't know,226,0,226,1,0,Funding landmarks
What was the best food you had in the past year?,best,139,139,445,0.312,1,best
What was the best food you had in the past year?,better,87,0,445,0.196,0,
What was the best food you had in the past year?,good,138,0,445,0.31,0,
What was the best food you had in the past year?,great,38,0,445,0.085,0,
What was the best food you had in the past year?,I don't know,43,0,445,0.097,0,
What were the “unfounded allegations designed to destroy [his/her] career”?,I don't know,190,0,190,1,0,Inappropriate sexual behavior
What will Liberty do afterwards? ,He's going to be eaten.,18,0,240,0.075,0,He's going to retire and relax in Mount Vernon.
What will Liberty do afterwards? ,He's going to continue his life with his high school caretakers.,49,0,240,0.204,0,
What will Liberty do afterwards? ,He's going to continue staying in the spotlight.,40,0,240,0.167,0,
What will Liberty do afterwards? ,He's going to retire and relax in Mount Vernon.,102,102,240,0.425,1,
What will Liberty do afterwards? ,I don't know,31,0,240,0.129,0,
What will happen as a result of the increase of taxes?,Beer production will cease.,13,0,274,0.047,0,The price of beer will increase.
What will happen as a result of the increase of taxes?,The price of beer will increase.,211,211,274,0.77,1,
What will happen as a result of the increase of taxes?,The price of wine will increase.,18,0,274,0.066,0,
What will happen as a result of the increase of taxes?,Wine production will cease.,5,0,274,0.018,0,
What will happen as a result of the increase of taxes?,I don't know,27,0,274,0.099,0,
What will most likely happen next?,Ms. Nielson will ask that the bag be shipped to her.,100,100,218,0.459,1,Ms. Nielson will ask that the bag be shipped to her.
What will most likely happen next?,Ms. Nielson will go to the hotel to pick up the bag.,35,0,218,0.161,0,
What will most likely happen next?,The hotel will give the bag to someone else.,14,0,218,0.064,0,
What will most likely happen next?,The hotel will throw the bag away.,39,0,218,0.179,0,
What will most likely happen next?,I don't know,30,0,218,0.138,0,
What would a creator need to do in order to utilize the service discussed here?,I don't know,190,0,190,1,0,Obtain a license
"When Matz Engman says ""this is huge"" in paragraph 4, ""this"" refers to ____________.",I don't know,226,0,226,1,0,Facebook's expansion to Europe
When did the man go to the electronics store?,During the weekend,8,0,218,0.037,0,Yesterday
When did the man go to the electronics store?,Last week,15,0,218,0.069,0,
When did the man go to the electronics store?,Today,16,0,218,0.073,0,
When did the man go to the electronics store?,Yesterday,164,164,218,0.752,1,
When did the man go to the electronics store?,I don't know,15,0,218,0.069,0,
When does the customer plan to come back from Atlanta?,10/1/25 0:00,2,0,202,0.01,0,11/7/25 0:00
When does the customer plan to come back from Atlanta?,10/31/25 0:00,19,0,202,0.094,0,
When does the customer plan to come back from Atlanta?,11/7/25 0:00,153,153,202,0.757,1,
When does the customer plan to come back from Atlanta?,11/17/25 0:00,22,0,202,0.109,0,
When does the customer plan to come back from Atlanta?,I don't know,6,0,202,0.03,0,
When is this office open?,8 AM to 5 AM,19,0,226,0.084,0,8 AM to 5 PM
When is this office open?,8 AM to 5 PM,163,163,226,0.721,1,
When is this office open?,8 PM to 5 AM,19,0,226,0.084,0,
When is this office open?,8 PM to 5 PM,15,0,226,0.066,0,
When is this office open?,I don't know,10,0,226,0.044,0,
"When it rains, she wears her rain boots.",had worn,22,0,396,0.056,0,wears
"When it rains, she wears her rain boots.",is wearing,112,0,396,0.283,0,
"When it rains, she wears her rain boots.",I don't know,60,0,396,0.152,0,
"When it rains, she wears her rain boots.",wears,170,170,396,0.429,1,
"When it rains, she wears her rain boots.",wore,32,0,396,0.081,0,
"When officials reported wanting to investigate the crime scene, the residents of the town refused to allow the officials to do so.",investigating,114,0,396,0.288,0,to investigate
"When officials reported wanting to investigate the crime scene, the residents of the town refused to allow the officials to do so.",investigating of,41,0,396,0.104,0,
"When officials reported wanting to investigate the crime scene, the residents of the town refused to allow the officials to do so.",I don't know,59,0,396,0.149,0,
"When officials reported wanting to investigate the crime scene, the residents of the town refused to allow the officials to do so.",to investigate,144,144,396,0.364,1,
"When officials reported wanting to investigate the crime scene, the residents of the town refused to allow the officials to do so.",to investigating,38,0,396,0.096,0,
"When you ""engage vigorously"" in something, you ____________.",actively search for a solution,137,137,274,0.5,1,actively search for a solution
"When you ""engage vigorously"" in something, you ____________.",angrily confront the issue,67,0,274,0.245,0,
"When you ""engage vigorously"" in something, you ____________.",examine the issue from a distance,17,0,274,0.062,0,
"When you ""engage vigorously"" in something, you ____________.",give your opinion,20,0,274,0.073,0,
"When you ""engage vigorously"" in something, you ____________.",I don't know,33,0,274,0.12,0,
Where is Netflix located?,"Los Angeles, California",10,0,274,0.036,0,"Los Gatos, California"
Where is Netflix located?,"Los Gatos, California",218,218,274,0.796,1,
Where is Netflix located?,"San Diego, California",4,0,274,0.015,0,
Where is Netflix located?,"San Francisco, California",19,0,274,0.069,0,
Where is Netflix located?,I don't know,23,0,274,0.084,0,
Which character does the man play?,Cinderella,26,0,202,0.129,0,Cinderella’s sister
Which character does the man play?,Cinderella's friend,18,0,202,0.089,0,
Which character does the man play?,Cinderella’s mother,25,0,202,0.124,0,
Which character does the man play?,Cinderella’s sister,118,118,202,0.584,1,
Which character does the man play?,I don't know,15,0,202,0.074,0,
Which film did Uggie NOT appear in?,Homeward Bound,153,153,274,0.558,1,Homeward Bound
Which film did Uggie NOT appear in?,Mr. Fix It,55,0,274,0.201,0,
Which film did Uggie NOT appear in?,The Artist,30,0,274,0.109,0,
Which film did Uggie NOT appear in?,Water for Elephants,13,0,274,0.047,0,
Which film did Uggie NOT appear in?,I don't know,23,0,274,0.084,0,
Which food trend was NOT mentioned?,I don't know,274,0,274,1,0,Zero-carb diets
Which of the following best summarizes the thoughts reflected in this passage?,I don't know,218,0,218,1,0,The focus worldwide should be to have people be healthy in old age.
Which of the following events was important for her?,Dinner with friends,119,119,226,0.527,1,Dinner with friends
Which of the following events was important for her?,Doing things on her own,27,0,226,0.119,0,
Which of the following events was important for her?,Running errands alone,12,0,226,0.053,0,
Which of the following events was important for her?,Telling a joke for the first time,37,0,226,0.164,0,
Which of the following events was important for her?,I don't know,31,0,226,0.137,0,
Which of the following is NOT a gas mileage that was mentioned in this passage as being fuel-efficient?,43,64,0,226,0.283,0,45
Which of the following is NOT a gas mileage that was mentioned in this passage as being fuel-efficient?,45,63,63,226,0.279,1,
Which of the following is NOT a gas mileage that was mentioned in this passage as being fuel-efficient?,48,15,0,226,0.066,0,
Which of the following is NOT a gas mileage that was mentioned in this passage as being fuel-efficient?,50,55,0,226,0.243,0,
Which of the following is NOT a gas mileage that was mentioned in this passage as being fuel-efficient?,I don't know,29,0,226,0.128,0,
Which of the following is NOT true about the art festival?,It is a free event.,34,0,190,0.179,0,It takes place midtown.
Which of the following is NOT true about the art festival?,It takes place midtown.,82,82,190,0.432,1,
Which of the following is NOT true about the art festival?,Musicians will be there.,28,0,190,0.147,0,
Which of the following is NOT true about the art festival?,There will be sculptures there.,21,0,190,0.111,0,
Which of the following is NOT true about the art festival?,I don't know,25,0,190,0.132,0,
Which of the following is a true statement according to the passage?,I don't know,430,0,430,1,0,This Nokia purchase was expected to happen.
Which of the following statements is not found in the passage?,An Hispanic actress will be the voice of Sofia.,102,102,190,0.537,1,An Hispanic actress will be the voice of Sofia.
Which of the following statements is not found in the passage?,Sofia is Walt Disney’s newest princess.,9,0,190,0.047,0,
Which of the following statements is not found in the passage?,Sofia will star in “Sofia the First: Once Upon a Princess.”,28,0,190,0.147,0,
Which of the following statements is not found in the passage?,Sophia is the first princess with Hispanic-inspired roots.,27,0,190,0.142,0,
Which of the following statements is not found in the passage?,I don't know,24,0,190,0.126,0,
Which statement is true about the show?,Characters will be asking very general questions to the audience.,58,58,202,0.287,1,Characters will be asking very general questions to the audience.
Which statement is true about the show?,The audience should remain in their seats during the show.,13,0,202,0.064,0,
Which statement is true about the show?,The show is mainly about the close relationship between Cinderella’s mother and her sister.,47,0,202,0.233,0,
Which statement is true about the show?,The show is staged in a theater called Look Left Look Right.,58,0,202,0.287,0,
Which statement is true about the show?,I don't know,26,0,202,0.129,0,
"While the Bolsa Mexicana de Valores SAB has actively courted algorithmic traders, the country is at least a decade behind the U.S. in terms of automation.",activated,38,0,218,0.174,0,actively
"While the Bolsa Mexicana de Valores SAB has actively courted algorithmic traders, the country is at least a decade behind the U.S. in terms of automation.",activation,27,0,218,0.124,0,
"While the Bolsa Mexicana de Valores SAB has actively courted algorithmic traders, the country is at least a decade behind the U.S. in terms of automation.",active,37,0,218,0.17,0,
"While the Bolsa Mexicana de Valores SAB has actively courted algorithmic traders, the country is at least a decade behind the U.S. in terms of automation.",actively,95,95,218,0.436,1,
"While the Bolsa Mexicana de Valores SAB has actively courted algorithmic traders, the country is at least a decade behind the U.S. in terms of automation.",I don't know,21,0,218,0.096,0,
"While we will consider these claims in more detail, the point that I would like to demonstrate is that none of the debates has reached closure. ",I don't know,240,0,240,1,0,While
Who are Liberty and Peace?,Obama's pets,8,0,240,0.033,0,Pardoned turkeys
Who are Liberty and Peace?,Pardoned turkeys,145,145,240,0.604,1,
Who are Liberty and Peace?,The Obamas' Thanksgiving dinner,46,0,240,0.192,0,
Who are Liberty and Peace?,The name of a business,16,0,240,0.067,0,
Who are Liberty and Peace?,I don't know,25,0,240,0.104,0,
Who created a budget plan that would cut trillions in federal spending?,Barack Obama,22,0,218,0.101,0,Paul Ryan
Who created a budget plan that would cut trillions in federal spending?,Mitt Romney,46,0,218,0.211,0,
Who created a budget plan that would cut trillions in federal spending?,Paul Ryan,100,100,218,0.459,1,
Who created a budget plan that would cut trillions in federal spending?,The Vice President,17,0,218,0.078,0,
Who created a budget plan that would cut trillions in federal spending?,I don't know,33,0,218,0.151,0,
Who did Edward Snowden formerly work for?,Hong Kong,24,0,240,0.1,0,The CIA
Who did Edward Snowden formerly work for?,The CIA,121,121,240,0.504,1,
Who did Edward Snowden formerly work for?,The Guardian,23,0,240,0.096,0,
Who did Edward Snowden formerly work for?,The Washington Post,43,0,240,0.179,0,
Who did Edward Snowden formerly work for?,I don't know,29,0,240,0.121,0,
Who first bought the dishwasher?,Chicago World Fair,45,0,445,0.101,0,Her friends
Who first bought the dishwasher?,Her friends,144,144,445,0.324,1,
Who first bought the dishwasher?,Local hotels and restaurants,57,0,445,0.128,0,
Who first bought the dishwasher?,Macy's,77,0,445,0.173,0,
Who first bought the dishwasher?,I don't know,122,0,445,0.274,0,
Who is NOT trying to make this hamburger?,Maastricht residents,152,152,445,0.342,1,Maastricht residents
Who is NOT trying to make this hamburger?,Mark Post,54,0,445,0.121,0,
Who is NOT trying to make this hamburger?,Scientists around the world,64,0,445,0.144,0,
Who is NOT trying to make this hamburger?,Scientists in the Netherlands,53,0,445,0.119,0,
Who is NOT trying to make this hamburger?,I don't know,122,0,445,0.274,0,
Who is Omar Van Muller?,A councilman,6,0,274,0.022,0,A dog trainer
Who is Omar Van Muller?,A director,12,0,274,0.044,0,
Who is Omar Van Muller?,A dog trainer,204,204,274,0.745,1,
Who is Omar Van Muller?,The dog’s owner,27,0,274,0.099,0,
Who is Omar Van Muller?,I don't know,25,0,274,0.091,0,
Who is able to access the streaming service?,All Marriot guests with mobile devices,39,0,218,0.179,0,All Marriott guests with a Netflix subscription
Who is able to access the streaming service?,All Marriott guests,22,0,218,0.101,0,
Who is able to access the streaming service?,All Marriott guests with a Netflix subscription,101,101,218,0.463,1,
Who is able to access the streaming service?,All guests with televisions in their hotel rooms,31,0,218,0.142,0,
Who is able to access the streaming service?,I don't know,25,0,218,0.115,0,
Who is most likely the audience of this lecture?,I don't know,218,0,218,1,0,Language teachers in training
"Who is referred to as those ""in uniform""?",Blue-collar workers,12,0,190,0.063,0,People serving in the military
"Who is referred to as those ""in uniform""?",People serving in the White House,67,0,190,0.353,0,
"Who is referred to as those ""in uniform""?",People serving in the military,35,35,190,0.184,1,
"Who is referred to as those ""in uniform""?",White-collar workers,46,0,190,0.242,0,
"Who is referred to as those ""in uniform""?",I don't know,30,0,190,0.158,0,
"Who is the ""buddy"" Stephen's friend refers to? ",I don't know,240,0,240,1,0,A veteran who served in the War in Afghanistan
Who is the direct overseer of Immigration and Customs Enforcement?,I don't know,190,0,190,1,0,John Morton
Who oversees privacy issues in the United States?,Federal Trade Commission,165,165,396,0.417,1,Federal Trade Commission
